Event;Timestamp;RightControllerPosWorldX;RightControllerPosWorldZ
Sample;2021-06-28 13:50:45.9734;-0.2243;0.0378
Sample;2021-06-28 13:50:45.9864;-0.2243;0.0380
Sample;2021-06-28 13:50:46.0173;-0.2242;0.0391
Sample;2021-06-28 13:50:46.0362;-0.2241;0.0399
Sample;2021-06-28 13:50:46.0582;-0.2240;0.0409
Sample;2021-06-28 13:50:46.0861;-0.2231;0.0413
Sample;2021-06-28 13:50:46.1050;-0.2224;0.0417
Sample;2021-06-28 13:50:46.1280;-0.2223;0.0416
Sample;2021-06-28 13:50:46.1509;-0.2222;0.0409
Sample;2021-06-28 13:50:46.1785;-0.2222;0.0400
Sample;2021-06-28 13:50:46.1934;-0.2220;0.0393
Sample;2021-06-28 13:50:46.2144;-0.2218;0.0391
Sample;2021-06-28 13:50:46.2393;-0.2218;0.0385
Sample;2021-06-28 13:50:46.2602;-0.2215;0.0383
Sample;2021-06-28 13:50:46.2862;-0.2203;0.0383
Sample;2021-06-28 13:50:46.3061;-0.2191;0.0381
Sample;2021-06-28 13:50:46.3330;-0.2179;0.0376
Sample;2021-06-28 13:50:46.3500;-0.2171;0.0373
Sample;2021-06-28 13:50:46.3726;-0.2162;0.0370
Sample;2021-06-28 13:50:46.3945;-0.2147;0.0373
Sample;2021-06-28 13:50:46.4235;-0.2129;0.0386
Sample;2021-06-28 13:50:46.4384;-0.2115;0.0401
Sample;2021-06-28 13:50:46.4594;-0.2101;0.0419
Sample;2021-06-28 13:50:46.4818;-0.2078;0.0440
Sample;2021-06-28 13:50:46.5038;-0.2057;0.0464
Sample;2021-06-28 13:50:46.5297;-0.2051;0.0492
Sample;2021-06-28 13:50:46.5506;-0.2046;0.0522
Sample;2021-06-28 13:50:46.5716;-0.2025;0.0559
Sample;2021-06-28 13:50:46.5935;-0.1996;0.0602
Sample;2021-06-28 13:50:46.6174;-0.1960;0.0654
Sample;2021-06-28 13:50:46.6394;-0.1934;0.0710
Sample;2021-06-28 13:50:46.6633;-0.1898;0.0775
Sample;2021-06-28 13:50:46.6913;-0.1843;0.0838
Sample;2021-06-28 13:50:46.7112;-0.1759;0.0920
Sample;2021-06-28 13:50:46.7291;-0.1671;0.1015
Sample;2021-06-28 13:50:46.7511;-0.1616;0.1075
Sample;2021-06-28 13:50:46.7621;-0.1560;0.1128
Sample;2021-06-28 13:50:46.7730;-0.1500;0.1181
Sample;2021-06-28 13:50:46.7840;-0.1437;0.1233
Sample;2021-06-28 13:50:46.7940;-0.1366;0.1290
Sample;2021-06-28 13:50:46.8089;-0.1292;0.1350
Sample;2021-06-28 13:50:46.8239;-0.1215;0.1403
Sample;2021-06-28 13:50:46.8379;-0.1062;0.1510
Sample;2021-06-28 13:50:46.8508;-0.0978;0.1557
Sample;2021-06-28 13:50:46.8618;-0.0889;0.1602
Sample;2021-06-28 13:50:46.8748;-0.0806;0.1642
Sample;2021-06-28 13:50:46.8847;-0.0713;0.1681
Sample;2021-06-28 13:50:46.9057;-0.0621;0.1716
Sample;2021-06-28 13:50:46.9157;-0.0534;0.1743
Sample;2021-06-28 13:50:46.9296;-0.0352;0.1803
Sample;2021-06-28 13:50:46.9416;-0.0264;0.1820
Sample;2021-06-28 13:50:46.9526;-0.0173;0.1844
Sample;2021-06-28 13:50:46.9625;-0.0079;0.1854
Sample;2021-06-28 13:50:46.9765;0.0013;0.1867
Sample;2021-06-28 13:50:46.9875;0.0104;0.1873
Sample;2021-06-28 13:50:46.9984;0.0195;0.1879
Sample;2021-06-28 13:50:47.0084;0.0285;0.1884
Sample;2021-06-28 13:50:47.0184;0.0369;0.1883
Sample;2021-06-28 13:50:47.0303;0.0451;0.1882
Sample;2021-06-28 13:50:47.0413;0.0530;0.1878
Sample;2021-06-28 13:50:47.0533;0.0605;0.1874
Sample;2021-06-28 13:50:47.0630;0.0681;0.1870
Sample;2021-06-28 13:50:47.0760;0.0758;0.1871
Sample;2021-06-28 13:50:47.0869;0.0827;0.1869
Sample;2021-06-28 13:50:47.0969;0.0893;0.1866
Sample;2021-06-28 13:50:47.1248;0.0963;0.1869
Sample;2021-06-28 13:50:47.1378;0.1073;0.1862
Sample;2021-06-28 13:50:47.1498;0.1126;0.1861
Sample;2021-06-28 13:50:47.1667;0.1212;0.1853
Sample;2021-06-28 13:50:47.1797;0.1256;0.1854
Sample;2021-06-28 13:50:47.1927;0.1289;0.1857
Sample;2021-06-28 13:50:47.2102;0.1347;0.1861
Sample;2021-06-28 13:50:47.2222;0.1372;0.1862
Sample;2021-06-28 13:50:47.2352;0.1395;0.1863
Sample;2021-06-28 13:50:47.2501;0.1418;0.1866
Sample;2021-06-28 13:50:47.2670;0.1457;0.1869
Sample;2021-06-28 13:50:47.2790;0.1479;0.1873
Sample;2021-06-28 13:50:47.2920;0.1503;0.1875
Sample;2021-06-28 13:50:47.3089;0.1557;0.1882
Sample;2021-06-28 13:50:47.3199;0.1587;0.1880
Sample;2021-06-28 13:50:47.3359;0.1619;0.1879
Sample;2021-06-28 13:50:47.3558;0.1652;0.1874
Sample;2021-06-28 13:50:47.3678;0.1725;0.1857
Sample;2021-06-28 13:50:47.3827;0.1762;0.1846
Sample;2021-06-28 13:50:47.3954;0.1803;0.1836
Sample;2021-06-28 13:50:47.4123;0.1878;0.1818
Sample;2021-06-28 13:50:47.4263;0.1914;0.1810
Sample;2021-06-28 13:50:47.4372;0.1950;0.1802
Sample;2021-06-28 13:50:47.4582;0.2021;0.1792
Sample;2021-06-28 13:50:47.4702;0.2057;0.1786
Sample;2021-06-28 13:50:47.4831;0.2091;0.1782
Sample;2021-06-28 13:50:47.5041;0.2153;0.1777
Sample;2021-06-28 13:50:47.5150;0.2180;0.1775
Sample;2021-06-28 13:50:47.5350;0.2223;0.1773
Sample;2021-06-28 13:50:47.5489;0.2239;0.1772
Sample;2021-06-28 13:50:47.5619;0.2253;0.1773
Sample;2021-06-28 13:50:47.5799;0.2270;0.1776
Sample;2021-06-28 13:50:47.6043;0.2272;0.1778
Sample;2021-06-28 13:50:47.6163;0.2272;0.1782
Sample;2021-06-28 13:50:47.6352;0.2254;0.1788
Sample;2021-06-28 13:50:47.6482;0.2241;0.1794
Sample;2021-06-28 13:50:47.6612;0.2229;0.1801
Sample;2021-06-28 13:50:47.6821;0.2197;0.1811
Sample;2021-06-28 13:50:47.6954;0.2184;0.1813
Sample;2021-06-28 13:50:47.7133;0.2153;0.1811
Sample;2021-06-28 13:50:47.7273;0.2141;0.1809
Sample;2021-06-28 13:50:47.7452;0.2130;0.1811
Sample;2021-06-28 13:50:47.7592;0.2119;0.1812
Sample;2021-06-28 13:50:47.7731;0.2100;0.1821
Sample;2021-06-28 13:50:47.7851;0.2090;0.1831
Sample;2021-06-28 13:50:47.8006;0.2074;0.1835
Sample;2021-06-28 13:50:47.8205;0.2072;0.1835
Sample;2021-06-28 13:50:47.8305;0.2074;0.1836
Sample;2021-06-28 13:50:47.8525;0.2081;0.1832
Sample;2021-06-28 13:50:47.8654;0.2083;0.1832
Sample;2021-06-28 13:50:47.8844;0.2089;0.1837
Sample;2021-06-28 13:50:47.8964;0.2089;0.1840
Sample;2021-06-28 13:50:47.9133;0.2096;0.1853
Sample;2021-06-28 13:50:47.9293;0.2098;0.1865
Sample;2021-06-28 13:50:47.9412;0.2100;0.1862
Sample;2021-06-28 13:50:47.9572;0.2106;0.1869
Sample;2021-06-28 13:50:47.9692;0.2109;0.1866
Sample;2021-06-28 13:50:47.9821;0.2115;0.1868
Sample;2021-06-28 13:50:47.9971;0.2116;0.1868
Sample;2021-06-28 13:50:48.0170;0.2120;0.1864
Sample;2021-06-28 13:50:48.0300;0.2120;0.1866
Sample;2021-06-28 13:50:48.0579;0.2118;0.1865
Sample;2021-06-28 13:50:48.0689;0.2117;0.1867
Sample;2021-06-28 13:50:48.0819;0.2117;0.1868
Sample;2021-06-28 13:50:48.0958;0.2118;0.1867
Sample;2021-06-28 13:50:48.1108;0.2118;0.1864
Sample;2021-06-28 13:50:48.1297;0.2119;0.1861
Sample;2021-06-28 13:50:48.1417;0.2120;0.1858
Sample;2021-06-28 13:50:48.1606;0.2124;0.1854
Sample;2021-06-28 13:50:48.1746;0.2128;0.1851
Sample;2021-06-28 13:50:48.1876;0.2131;0.1849
Sample;2021-06-28 13:50:48.2035;0.2139;0.1843
Sample;2021-06-28 13:50:48.2205;0.2145;0.1840
Sample;2021-06-28 13:50:48.2374;0.2155;0.1833
Sample;2021-06-28 13:50:48.2534;0.2162;0.1830
Sample;2021-06-28 13:50:48.2733;0.2168;0.1826
Sample;2021-06-28 13:50:48.2853;0.2180;0.1819
Sample;2021-06-28 13:50:48.3038;0.2185;0.1815
Sample;2021-06-28 13:50:48.3168;0.2196;0.1806
Sample;2021-06-28 13:50:48.3297;0.2200;0.1804
Sample;2021-06-28 13:50:48.3417;0.2205;0.1799
Sample;2021-06-28 13:50:48.3556;0.2210;0.1796
Sample;2021-06-28 13:50:48.3716;0.2216;0.1788
Sample;2021-06-28 13:50:48.3881;0.2221;0.1784
Sample;2021-06-28 13:50:48.4006;0.2225;0.1780
Sample;2021-06-28 13:50:48.4176;0.2235;0.1772
Sample;2021-06-28 13:50:48.4306;0.2239;0.1769
Sample;2021-06-28 13:50:48.4455;0.2242;0.1766
Sample;2021-06-28 13:50:48.4635;0.2249;0.1760
Sample;2021-06-28 13:50:48.4745;0.2251;0.1755
Sample;2021-06-28 13:50:48.4959;0.2253;0.1754
Sample;2021-06-28 13:50:48.5089;0.2260;0.1752
Sample;2021-06-28 13:50:48.5198;0.2262;0.1751
Sample;2021-06-28 13:50:48.5328;0.2264;0.1751
Sample;2021-06-28 13:50:48.5518;0.2266;0.1752
Sample;2021-06-28 13:50:48.5647;0.2267;0.1753
Sample;2021-06-28 13:50:48.5787;0.2268;0.1754
Sample;2021-06-28 13:50:48.5982;0.2266;0.1760
Sample;2021-06-28 13:50:48.6101;0.2264;0.1761
Sample;2021-06-28 13:50:48.6281;0.2255;0.1771
Sample;2021-06-28 13:50:48.6410;0.2252;0.1774
Sample;2021-06-28 13:50:48.6630;0.2245;0.1784
Sample;2021-06-28 13:50:48.6749;0.2235;0.1800
Sample;2021-06-28 13:50:48.6885;0.2230;0.1808
Sample;2021-06-28 13:50:48.7154;0.2224;0.1817
Sample;2021-06-28 13:50:48.7323;0.2224;0.1822
Sample;2021-06-28 13:50:48.7423;0.2229;0.1827
Sample;2021-06-28 13:50:48.7602;0.2240;0.1830
Sample;2021-06-28 13:50:48.7722;0.2245;0.1831
Sample;2021-06-28 13:50:48.7882;0.2252;0.1831
Sample;2021-06-28 13:50:48.7997;0.2262;0.1828
Sample;2021-06-28 13:50:48.8176;0.2280;0.1825
Sample;2021-06-28 13:50:48.8316;0.2291;0.1820
Sample;2021-06-28 13:50:48.8445;0.2299;0.1815
Sample;2021-06-28 13:50:48.8605;0.2306;0.1812
Sample;2021-06-28 13:50:48.8774;0.2322;0.1801
Sample;2021-06-28 13:50:48.8904;0.2328;0.1797
Sample;2021-06-28 13:50:48.9074;0.2337;0.1788
Sample;2021-06-28 13:50:48.9233;0.2336;0.1786
Sample;2021-06-28 13:50:48.9423;0.2333;0.1785
Sample;2021-06-28 13:50:48.9542;0.2317;0.1786
Sample;2021-06-28 13:50:48.9682;0.2302;0.1788
Sample;2021-06-28 13:50:48.9822;0.2270;0.1797
Sample;2021-06-28 13:50:48.9971;0.2195;0.1821
Sample;2021-06-28 13:50:49.0101;0.2147;0.1835
Sample;2021-06-28 13:50:49.0241;0.2075;0.1861
Sample;2021-06-28 13:50:49.0420;0.1922;0.1910
Sample;2021-06-28 13:50:49.0530;0.1825;0.1944
Sample;2021-06-28 13:50:49.0640;0.1725;0.1974
Sample;2021-06-28 13:50:49.0789;0.1622;0.2001
Sample;2021-06-28 13:50:49.0924;0.1515;0.2029
Sample;2021-06-28 13:50:49.1093;0.1305;0.2070
Sample;2021-06-28 13:50:49.1233;0.1199;0.2089
Sample;2021-06-28 13:50:49.1423;0.1093;0.2108
Sample;2021-06-28 13:50:49.1662;0.0889;0.2138
Sample;2021-06-28 13:50:49.1792;0.0678;0.2161
Sample;2021-06-28 13:50:49.1911;0.0577;0.2160
Sample;2021-06-28 13:50:49.2092;0.0369;0.2155
Sample;2021-06-28 13:50:49.2211;0.0270;0.2149
Sample;2021-06-28 13:50:49.2391;0.0180;0.2144
Sample;2021-06-28 13:50:49.2481;0.0098;0.2137
Sample;2021-06-28 13:50:49.2630;-0.0048;0.2125
Sample;2021-06-28 13:50:49.2750;-0.0112;0.2118
Sample;2021-06-28 13:50:49.2919;-0.0177;0.2111
Sample;2021-06-28 13:50:49.3029;-0.0230;0.2105
Sample;2021-06-28 13:50:49.3219;-0.0318;0.2091
Sample;2021-06-28 13:50:49.3378;-0.0360;0.2085
Sample;2021-06-28 13:50:49.3488;-0.0391;0.2084
Sample;2021-06-28 13:50:49.3667;-0.0447;0.2084
Sample;2021-06-28 13:50:49.3827;-0.0468;0.2081
Sample;2021-06-28 13:50:49.4023;-0.0489;0.2083
Sample;2021-06-28 13:50:49.4122;-0.0525;0.2079
Sample;2021-06-28 13:50:49.4262;-0.0537;0.2081
Sample;2021-06-28 13:50:49.4382;-0.0550;0.2083
Sample;2021-06-28 13:50:49.4571;-0.0567;0.2086
Sample;2021-06-28 13:50:49.4681;-0.0569;0.2092
Sample;2021-06-28 13:50:49.4821;-0.0571;0.2098
Sample;2021-06-28 13:50:49.4940;-0.0573;0.2100
Sample;2021-06-28 13:50:49.5110;-0.0583;0.2100
Sample;2021-06-28 13:50:49.5230;-0.0591;0.2096
Sample;2021-06-28 13:50:49.5339;-0.0602;0.2090
Sample;2021-06-28 13:50:49.5499;-0.0619;0.2079
Sample;2021-06-28 13:50:49.5618;-0.0638;0.2063
Sample;2021-06-28 13:50:49.5768;-0.0694;0.2018
Sample;2021-06-28 13:50:49.5908;-0.0721;0.1995
Sample;2021-06-28 13:50:49.6017;-0.0757;0.1964
Sample;2021-06-28 13:50:49.6207;-0.0794;0.1932
Sample;2021-06-28 13:50:49.6327;-0.0829;0.1904
Sample;2021-06-28 13:50:49.6476;-0.0911;0.1838
Sample;2021-06-28 13:50:49.6596;-0.0950;0.1806
Sample;2021-06-28 13:50:49.6725;-0.0989;0.1775
Sample;2021-06-28 13:50:49.6895;-0.1064;0.1711
Sample;2021-06-28 13:50:49.7035;-0.1098;0.1685
Sample;2021-06-28 13:50:49.7174;-0.1132;0.1659
Sample;2021-06-28 13:50:49.7304;-0.1163;0.1634
Sample;2021-06-28 13:50:49.7434;-0.1217;0.1595
Sample;2021-06-28 13:50:49.7563;-0.1245;0.1575
Sample;2021-06-28 13:50:49.7683;-0.1264;0.1561
Sample;2021-06-28 13:50:49.7823;-0.1281;0.1545
Sample;2021-06-28 13:50:49.7992;-0.1299;0.1533
Sample;2021-06-28 13:50:49.8192;-0.1327;0.1510
Sample;2021-06-28 13:50:49.8391;-0.1332;0.1504
Sample;2021-06-28 13:50:49.8531;-0.1347;0.1503
Sample;2021-06-28 13:50:49.8720;-0.1347;0.1516
Sample;2021-06-28 13:50:49.8850;-0.1347;0.1522
Sample;2021-06-28 13:50:49.9009;-0.1346;0.1538
Sample;2021-06-28 13:50:49.9149;-0.1341;0.1547
Sample;2021-06-28 13:50:49.9269;-0.1342;0.1555
Sample;2021-06-28 13:50:49.9398;-0.1340;0.1558
Sample;2021-06-28 13:50:49.9558;-0.1338;0.1561
Sample;2021-06-28 13:50:49.9688;-0.1335;0.1562
Sample;2021-06-28 13:50:49.9807;-0.1332;0.1563
Sample;2021-06-28 13:50:49.9937;-0.1328;0.1567
Sample;2021-06-28 13:50:50.0077;-0.1322;0.1570
Sample;2021-06-28 13:50:50.0206;-0.1316;0.1575
Sample;2021-06-28 13:50:50.0455;-0.1300;0.1587
Sample;2021-06-28 13:50:50.0595;-0.1293;0.1590
Sample;2021-06-28 13:50:50.0725;-0.1285;0.1594
Sample;2021-06-28 13:50:50.0864;-0.1279;0.1595
Sample;2021-06-28 13:50:50.0984;-0.1274;0.1596
Sample;2021-06-28 13:50:50.1134;-0.1263;0.1597
Sample;2021-06-28 13:50:50.1313;-0.1257;0.1598
Sample;2021-06-28 13:50:50.1443;-0.1252;0.1599
Sample;2021-06-28 13:50:50.1592;-0.1243;0.1601
Sample;2021-06-28 13:50:50.1732;-0.1239;0.1601
Sample;2021-06-28 13:50:50.1872;-0.1234;0.1602
Sample;2021-06-28 13:50:50.2021;-0.1227;0.1604
Sample;2021-06-28 13:50:50.2181;-0.1223;0.1605
Sample;2021-06-28 13:50:50.2301;-0.1216;0.1604
Sample;2021-06-28 13:50:50.2430;-0.1211;0.1605
Sample;2021-06-28 13:50:50.2600;-0.1200;0.1609
Sample;2021-06-28 13:50:50.2799;-0.1194;0.1613
Sample;2021-06-28 13:50:50.2919;-0.1187;0.1617
Sample;2021-06-28 13:50:50.3059;-0.1173;0.1627
Sample;2021-06-28 13:50:50.3188;-0.1165;0.1634
Sample;2021-06-28 13:50:50.3328;-0.1159;0.1640
Sample;2021-06-28 13:50:50.3497;-0.1147;0.1651
Sample;2021-06-28 13:50:50.3627;-0.1140;0.1656
Sample;2021-06-28 13:50:50.3737;-0.1132;0.1663
Sample;2021-06-28 13:50:50.3916;-0.1118;0.1679
Sample;2021-06-28 13:50:50.4035;-0.1110;0.1685
Sample;2021-06-28 13:50:50.4135;-0.1100;0.1693
Sample;2021-06-28 13:50:50.4264;-0.1088;0.1700
Sample;2021-06-28 13:50:50.4374;-0.1076;0.1711
Sample;2021-06-28 13:50:50.4474;-0.1063;0.1718
Sample;2021-06-28 13:50:50.4623;-0.1049;0.1729
Sample;2021-06-28 13:50:50.4733;-0.1034;0.1739
Sample;2021-06-28 13:50:50.5012;-0.1000;0.1763
Sample;2021-06-28 13:50:50.5122;-0.0978;0.1780
Sample;2021-06-28 13:50:50.5272;-0.0933;0.1810
Sample;2021-06-28 13:50:50.5382;-0.0908;0.1827
Sample;2021-06-28 13:50:50.5502;-0.0883;0.1844
Sample;2021-06-28 13:50:50.5622;-0.0855;0.1863
Sample;2021-06-28 13:50:50.5767;-0.0824;0.1883
Sample;2021-06-28 13:50:50.5903;-0.0793;0.1903
Sample;2021-06-28 13:50:50.6053;-0.0729;0.1941
Sample;2021-06-28 13:50:50.6183;-0.0696;0.1960
Sample;2021-06-28 13:50:50.6293;-0.0661;0.1979
Sample;2021-06-28 13:50:50.6413;-0.0626;0.1998
Sample;2021-06-28 13:50:50.6603;-0.0552;0.2037
Sample;2021-06-28 13:50:50.6713;-0.0512;0.2057
Sample;2021-06-28 13:50:50.6843;-0.0470;0.2077
Sample;2021-06-28 13:50:50.6968;-0.0427;0.2095
Sample;2021-06-28 13:50:50.7077;-0.0379;0.2117
Sample;2021-06-28 13:50:50.7207;-0.0330;0.2137
Sample;2021-06-28 13:50:50.7426;-0.0281;0.2158
Sample;2021-06-28 13:50:50.7526;-0.0160;0.2207
Sample;2021-06-28 13:50:50.7636;-0.0093;0.2233
Sample;2021-06-28 13:50:50.7746;-0.0026;0.2260
Sample;2021-06-28 13:50:50.7915;0.0053;0.2285
Sample;2021-06-28 13:50:50.8075;0.0203;0.2337
Sample;2021-06-28 13:50:50.8204;0.0282;0.2359
Sample;2021-06-28 13:50:50.8314;0.0366;0.2380
Sample;2021-06-28 13:50:50.8424;0.0449;0.2400
Sample;2021-06-28 13:50:50.8593;0.0631;0.2444
Sample;2021-06-28 13:50:50.8723;0.0724;0.2463
Sample;2021-06-28 13:50:50.8833;0.0817;0.2476
Sample;2021-06-28 13:50:50.8952;0.0906;0.2487
Sample;2021-06-28 13:50:50.9092;0.0991;0.2497
Sample;2021-06-28 13:50:50.9271;0.1144;0.2499
Sample;2021-06-28 13:50:50.9391;0.1213;0.2493
Sample;2021-06-28 13:50:50.9551;0.1272;0.2489
Sample;2021-06-28 13:50:50.9840;0.1384;0.2463
Sample;2021-06-28 13:50:50.9920;0.1435;0.2456
